State,Site_Name,Category,Year_Built,Visitors_Per_Year,Popularity,Best_Month_To_Visit,UNESCO_World_Heritage,District,Nearest_City,Latitude,Longitude,Entry_Fee_INR,Description,Festival,Famous_Art,Art_Description
Karnataka,Mysore Palace,Fort,684,1172224,High,June to August,Yes,Mysuru,Mysuru,12.3052,76.6552,488,A cultural landmark with centuries-old heritage.,Dasara,Mysore Painting,Classical South Indian painting known for elegance and attention to detail.
West Bengal,Victoria Memorial,Fort,1904,1682919,High,February to April,No,Kolkata,Kolkata,22.5448,88.3426,103,A historic site known for its architectural beauty.,Durga Puja,Kalighat Painting,"Bold, expressive paintings originated in 19th-century Kolkata."
Rajasthan,Amber Fort,Fort,1692,1597996,High,February to April,Yes,Jaipur,Jaipur,26.9855,75.85,1,A cultural landmark with centuries-old heritage.,Pushkar Camel Fair,Pichwai Painting,"Intricate paintings depicting tales of Lord Krishna, usually on cloth."
Gujarat,Rani ki Vav,Museum,911,995024,Medium,May to July,No,Ahmedabad,Ahmedabad,23.8594,72.1343,6,A cultural landmark with centuries-old heritage.,Navratri,Rogan Art,"Painted with castor oil-based paste, typically on fabric, from Kutch region."
Tamil Nadu,Brihadeeswarar Temple,Temple,982,1951356,High,February to April,No,Chennai,Chennai,10.7828,79.1316,443,An ancient structure that reflects traditional craftsmanship.,Pongal,Tanjore Painting,"Richly colored paintings with gold foil, known for religious themes."
Tamil Nadu,Brihadeeswarar Temple,Monument,1324,42962,Low,October to December,No,Chennai,Chennai,10.7828,79.1316,460,A cultural landmark with centuries-old heritage.,Pongal,Tanjore Painting,"Richly colored paintings with gold foil, known for religious themes."
Rajasthan,Amber Fort,Temple,1831,1357693,High,January to March,Yes,Jaipur,Jaipur,26.9855,75.85,338,Famous for its intricate carvings and historical relevance.,Pushkar Camel Fair,Pichwai Painting,"Intricate paintings depicting tales of Lord Krishna, usually on cloth."
Gujarat,Rani ki Vav,Monument,504,332298,Medium,July to September,Yes,Ahmedabad,Ahmedabad,23.8594,72.1343,435,Famous for its intricate carvings and historical relevance.,Navratri,Rogan Art,"Painted with castor oil-based paste, typically on fabric, from Kutch region."
Tamil Nadu,Brihadeeswarar Temple,Monument,1436,1414658,High,April to June,No,Chennai,Chennai,10.7828,79.1316,293,A cultural landmark with centuries-old heritage.,Pongal,Tanjore Painting,"Richly colored paintings with gold foil, known for religious themes."
Tamil Nadu,Brihadeeswarar Temple,Fort,822,971469,Medium,January to March,Yes,Chennai,Chennai,10.7828,79.1316,456,A popular tourist destination and UNESCO site.,Pongal,Tanjore Painting,"Richly colored paintings with gold foil, known for religious themes."
West Bengal,Victoria Memorial,Temple,1831,1313357,High,December to February,Yes,Kolkata,Kolkata,22.5448,88.3426,383,A popular tourist destination and UNESCO site.,Durga Puja,Kalighat Painting,"Bold, expressive paintings originated in 19th-century Kolkata."
Delhi,Qutub Minar,Temple,1273,1442297,High,January to March,No,New Delhi,Delhi,28.5244,77.1855,196,A popular tourist destination and UNESCO site.,Republic Day,Zardozi Embroidery,"Royal embroidery with gold and silver threads, pearls, and stones."
Maharashtra,Ajanta Caves,Temple,1476,868960,Medium,March to May,Yes,Mumbai,Mumbai,20.5526,75.7033,458,Famous for its intricate carvings and historical relevance.,Ganesh Chaturthi,Warli Art,Tribal art form using geometric shapes to depict scenes of daily life.
Maharashtra,Ajanta Caves,Temple,873,1507770,High,March to May,No,Mumbai,Mumbai,20.5526,75.7033,188,A historic site known for its architectural beauty.,Ganesh Chaturthi,Warli Art,Tribal art form using geometric shapes to depict scenes of daily life.
Karnataka,Mysore Palace,Museum,1431,1696072,High,December to February,No,Mysuru,Mysuru,12.3052,76.6552,247,Famous for its intricate carvings and historical relevance.,Dasara,Mysore Painting,Classical South Indian painting known for elegance and attention to detail.
West Bengal,Victoria Memorial,Fort,583,1099015,High,August to October,No,Kolkata,Kolkata,22.5448,88.3426,354,A popular tourist destination and UNESCO site.,Durga Puja,Kalighat Painting,"Bold, expressive paintings originated in 19th-century Kolkata."
Karnataka,Mysore Palace,Temple,1469,605460,Medium,October to December,Yes,Mysuru,Mysuru,12.3052,76.6552,262,A cultural landmark with centuries-old heritage.,Dasara,Mysore Painting,Classical South Indian painting known for elegance and attention to detail.
Karnataka,Mysore Palace,Fort,684,1172224,High,June to August,Yes,Mysuru,Mysuru,12.3052,76.6552,488,A cultural landmark with centuries-old heritage.,Dasara,Mysore Painting,Classical South Indian painting known for elegance and attention to detail.
Madhya Pradesh,Gwalior Fort,Fort,932,1277820,High,September to November,No,Gwalior,Gwalior,26.215,78.193,80,A historic site known for its architectural beauty.,Khajuraho Dance Festival,Gond Art,Folk art using dots and lines to create vibrant nature-inspired visuals.
Odisha,Konark Sun Temple,Museum,931,1442180,High,December to February,Yes,Bhubaneswar,Bhubaneswar,19.8876,86.0945,341,A cultural landmark with centuries-old heritage.,Rath Yatra,Pattachitra,Traditional scroll painting on cloth depicting Hindu mythology.
Odisha,Konark Sun Temple,Museum,1621,937159,Medium,April to June,No,Bhubaneswar,Bhubaneswar,19.8876,86.0945,465,Famous for its intricate carvings and historical relevance.,Rath Yatra,Pattachitra,Traditional scroll painting on cloth depicting Hindu mythology.
Odisha,Konark Sun Temple,Fort,588,388315,Medium,April to June,Yes,Bhubaneswar,Bhubaneswar,19.8876,86.0945,37,Famous for its intricate carvings and historical relevance.,Rath Yatra,Pattachitra,Traditional scroll painting on cloth depicting Hindu mythology.
Delhi,Qutub Minar,Monument,671,1658118,High,June to August,Yes,New Delhi,Delhi,28.5244,77.1855,41,A cultural landmark with centuries-old heritage.,Republic Day,Zardozi Embroidery,"Royal embroidery with gold and silver threads, pearls, and stones."
Maharashtra,Ajanta Caves,Monument,1587,1279077,High,October to December,Yes,Mumbai,Mumbai,20.5526,75.7033,217,A historic site known for its architectural beauty.,Ganesh Chaturthi,Warli Art,Tribal art form using geometric shapes to depict scenes of daily life.
Uttar Pradesh,Taj Mahal,Fort,1037,1979096,High,November to January,No,Agra,Agra,27.1751,78.0421,37,A cultural landmark with centuries-old heritage.,Diwali,Chikankari Embroidery,Delicate hand embroidery from Lucknow on fine fabrics.
Delhi,Qutub Minar,Temple,1202,579005,Medium,November to January,Yes,New Delhi,Delhi,28.5244,77.1855,460,A historic site known for its architectural beauty.,Republic Day,Zardozi Embroidery,"Royal embroidery with gold and silver threads, pearls, and stones."
Karnataka,Mysore Palace,Fort,1767,1420238,High,December to February,No,Mysuru,Mysuru,12.3052,76.6552,342,A popular tourist destination and UNESCO site.,Dasara,Mysore Painting,Classical South Indian painting known for elegance and attention to detail.
Uttar Pradesh,Taj Mahal,Temple,1898,650794,Medium,January to March,No,Agra,Agra,27.1751,78.0421,430,An ancient structure that reflects traditional craftsmanship.,Diwali,Chikankari Embroidery,Delicate hand embroidery from Lucknow on fine fabrics.
Karnataka,Mysore Palace,Temple,1935,828770,Medium,July to September,Yes,Mysuru,Mysuru,12.3052,76.6552,39,An ancient structure that reflects traditional craftsmanship.,Dasara,Mysore Painting,Classical South Indian painting known for elegance and attention to detail.
Odisha,Konark Sun Temple,Fort,604,517837,Medium,January to March,Yes,Bhubaneswar,Bhubaneswar,19.8876,86.0945,352,A popular tourist destination and UNESCO site.,Rath Yatra,Pattachitra,Traditional scroll painting on cloth depicting Hindu mythology.
Odisha,Konark Sun Temple,Temple,621,1707690,High,July to September,No,Bhubaneswar,Bhubaneswar,19.8876,86.0945,378,Famous for its intricate carvings and historical relevance.,Rath Yatra,Pattachitra,Traditional scroll painting on cloth depicting Hindu mythology.
Rajasthan,Amber Fort,Fort,1019,14385,Low,January to March,Yes,Jaipur,Jaipur,26.9855,75.85,51,A cultural landmark with centuries-old heritage.,Pushkar Camel Fair,Pichwai Painting,"Intricate paintings depicting tales of Lord Krishna, usually on cloth."
Tamil Nadu,Brihadeeswarar Temple,Monument,665,447009,Medium,June to August,No,Chennai,Chennai,10.7828,79.1316,54,A cultural landmark with centuries-old heritage.,Pongal,Tanjore Painting,"Richly colored paintings with gold foil, known for religious themes."
Tamil Nadu,Brihadeeswarar Temple,Fort,573,1339978,High,December to February,Yes,Chennai,Chennai,10.7828,79.1316,245,Famous for its intricate carvings and historical relevance.,Pongal,Tanjore Painting,"Richly colored paintings with gold foil, known for religious themes."
Uttar Pradesh,Taj Mahal,Temple,1827,183102,Medium,December to February,No,Agra,Agra,27.1751,78.0421,209,A historic site known for its architectural beauty.,Diwali,Chikankari Embroidery,Delicate hand embroidery from Lucknow on fine fabrics.
Rajasthan,Amber Fort,Fort,1019,14385,Low,January to March,Yes,Jaipur,Jaipur,26.9855,75.85,51,A cultural landmark with centuries-old heritage.,Pushkar Camel Fair,Pichwai Painting,"Intricate paintings depicting tales of Lord Krishna, usually on cloth."
Tamil Nadu,Brihadeeswarar Temple,Museum,1612,1560742,High,October to December,Yes,Chennai,Chennai,10.7828,79.1316,86,Famous for its intricate carvings and historical relevance.,Pongal,Tanjore Painting,"Richly colored paintings with gold foil, known for religious themes."
Karnataka,Mysore Palace,Museum,1810,1676923,High,October to December,No,Mysuru,Mysuru,12.3052,76.6552,244,A popular tourist destination and UNESCO site.,Dasara,Mysore Painting,Classical South Indian painting known for elegance and attention to detail.
Rajasthan,Amber Fort,Museum,1246,532473,Medium,April to June,No,Jaipur,Jaipur,26.9855,75.85,162,A historic site known for its architectural beauty.,Pushkar Camel Fair,Pichwai Painting,"Intricate paintings depicting tales of Lord Krishna, usually on cloth."
